filename,timestamp,sentence
4.srt,00:00:31.800 --> 00:00:39.480,thoughts and ideas of one of the very eminent modern Indian political thinker Raja Ram Mohan Roy
4.srt,00:00:40.130 --> 00:00:44.950,"And in previous lecture, we have discussed his ideas on religious reforms"
4.srt,00:00:45.679 --> 00:00:50.769,"And today, we will be discussing his ideas on modern education"
4.srt,00:01:18.670 --> 00:01:23.099,"So, in the next class, we are going to discuss some of those thoughts"
4.srt,00:06:35.829 --> 00:06:45.990,"So, in that context, we have to think about the way Raja Ram Mohan Roy was articulating his thought and supporting modern liberal education"
4.srt,00:06:46.729 --> 00:07:02.230,"So, to begin with what we find is this Raja Ram Mohan Roy and his ideas on modern education can be rightly, regarded as the precursor of modern system of education in India"
4.srt,00:07:02.529 --> 00:07:06.419,What we see here is the university system
4.srt,00:06:46.729 --> 00:07:02.230,"the different branches of learning and knowledge that we have, the kind of certification"
4.srt,00:07:32.540 --> 00:07:38.579,And he worked tirelessly to promote and champion this cause of modern system of education
4.srt,00:07:41.220 --> 00:07:51.709,"So, unlike many many of his contemporary, he was fully convinced about the value and also, the use of modern liberal education in India"
4.srt,00:18:18.439 --> 00:18:35.149,"So, Raja Ram Mohan Roy wanted this responsibility to be fulfilled by those instructors who have already acquired a degree of perfection in the respective field of modern system of knowledge be it mathematics, philosophy, anatomy or chemistry"
4.srt,00:18:48.399 --> 00:19:10.639,"So, for Raja Ram Mohan Roy, here again this point we will discuss in few minutes, where you see the use of the education is not just to speculate and contemplate about other worldly issues like the existence of soul, relationship of individual to his soul, life after death and other kind of similar issue which is widely prevalent in many of the Indian system of education which was widely prevalent"
4.srt,00:19:19.239 --> 00:19:32.619,"In contrast to that Roy wanted to promote modern scientific liberal education because of their practical value, practical necessity and not just because of the usefulness of speculative and contemplative thinking"
4.srt,00:18:48.399 --> 00:19:10.639,"So, that was his approach towards this education, where he wanted the Britishers to employ those who have already have some degree of perfection in such fields"
4.srt,00:53:13.029 --> 00:53:42.069,"Besides that, we also have to acknowledge the fact"
