filename,timestamp,sentence
14.srt,00:02:09.700 --> 00:02:19.580,some of the responses that his views and articulation received from many of his contemporaries including Ambedkar Tagore and many others
14.srt,00:02:19.710 --> 00:02:37.110,"So, to begin with this text, Hindu Swaraj or what is called Indian Home Rule, we can begin this lecture by quoting this sentence from Mahatma Gandhi"
14.srt,00:02:37.659 --> 00:02:41.530,"Here, he writes that this text which he was writing"
14.srt,00:03:21.120 --> 00:03:23.260,It means rule of Dharma or what he calls Ram Raji
14.srt,00:03:54.630 --> 00:04:07.430,"So, Hindu Swaraj in a way while responding to many of the contemporary challenges and discourse was trying to establish the novelty or the originality of his idea of Swaraj"
14.srt,00:03:54.630 --> 00:04:07.430,"or establish his views of Swaraj which is very different from many other thinkers certainly, like Bal Gangadhar Tilak, Annie Besant or many others who were also fighting for home rule or Swaraj"
14.srt,00:07:11.269 --> 00:07:21.310,"So, there are multiple interpretations, editions, re-editions of these works which received so much of scholarly attention much after its historical"
14.srt,00:07:25.600 --> 00:07:36.680,"So, in this text, Hind Swaraj or Indian Home Rule, he provides a critique of colonialism and western civilization and it also, deals with his theory and practice of non-violence"
14.srt,00:07:25.600 --> 00:07:36.680,of political action or method for political independence in India
14.srt,00:13:57.380 --> 00:14:04.170,"So, Gandhiji, emphasized on the other part of Swaraj as well besides political independence"
14.srt,00:14:04.170 --> 00:14:08.610,"In this book, he also expressed his ideas"
14.srt,00:40:14.730 --> 00:40:24.640,"So, according to Gandhiji, real home rule is possible only where passive resistance is the guiding force of the people"
14.srt,00:40:41.400 --> 00:40:42.380,"So, for Gandhiji in India or in any society, the home rule or Swaraj is possible when passive resistance is the guiding force or any method, violence or any other guerrilla or whatever is foreign rule"
